username,tweetcreatedts,text
8NUYg8coJSpeJnI,2022-03-24 10:47:03,"@detikcom Klu setiap bepergian harus di vaksin dulu atau di pcr / swab /antigen atau apalah apalah ,lha terus apa gunanya vaksin gratis massal itu,apa gunanya kartu vaksin itu...entahlah mungkin atau cara berpikir saya yg kurang tinggi ...tpi yg jelas buang2 energi."
KaZep7,2022-03-24 10:46:20,"Daripada ngedumel terus mending elo booster aja, gratis kok..eh udah vaksin 1&amp;2 blom? Itu baik buat elo, termasuk bisa mudik.🤭 https://t.co/uDPR1ldSPW"
armeyn_n,2022-03-24 10:45:17,"@tvOneNews Vaksin gratis booster gratis, antigen dan swab gratis juga donk"
civsetiaaadi,2022-03-24 10:42:40,"Negeri kayangan ngelawak terus, Syarat Mudik vaksin ke 3 booster, Balik Mudik vaksin ke 4 parabola,
Gratis minyak, beras, susu, telor vaksin ke 5 satelite..."
jufrizaitunart,2022-03-24 10:10:01,"Selama ini saya tidak pernah merasa dibantu pemerintah, selain membuat KTP gratis dan Vaksin gratis. Selebihnya saya usaha sendiri mati-matian. Mujur ada keluarga yang baik hati. Berat memang kalau hanya mengharapkan bantuan saja, karena tidak seberapa."
editya77,2022-03-24 10:05:32,"@iwanjanuarcom Vaksin 1, 2 booster ga bayar...gratis..yg ngetuit jga bukan perantau dn ga perlu mudik...koq repot amit"
unilubis,2022-03-24 09:56:59,"@Tebe131 Kalau mikirnya untuk perlindungan diri sendiri dan keluarga ya pilih yg terbaik kan? Booster vaksin gratis. Kalau enggak PCR Test. Bayar🤷‍♀️
Tinggal gimana pemerintah bisa mengawasi yg mudik dg mobil dan motor pribadi."
amwidyou,2022-03-24 09:52:57,"Sedih banget w nanya vaksin PCV beneran bisa gratis atau ngga di Puskesmas ke bidan desa, balesnya malah, ""PCV sih vaksin apa, bu? Di Puskesmas adanya vaksin covid.""

😩😩😩"
BorneoWolf,2022-03-24 09:43:31,"Kalau tidak mau booster tidak boleh mudik, toh vaksin booster gratis.

Kalau anda baru vaksin 1 atau belum sama sekali saat ini ya derita anda, vaksin sudah lama tersedia anda yang kemana saja? Wkwkwk😂

*Btw saat ini dosis booster sudah bisa 3 bulan setelah mendapat dosis 2."
ribonk,2022-03-24 09:41:47,"@amwidyou Lho vaksin pcv bisa di puskesmas loh, gratis Teh"
tmcrestrobekasi,2022-03-24 09:20:53,"08.00

Pelayanan Vaksinasi Booster (Dosis ke 3) &amp; Vaksin Dosis 1 &amp; 2 (GRATIS untuk UMUM) di Kantor Unit Gakkum / Laka Satlantas, JL. Inspeksi Kalimalang, Wangunharja - Cikarang Utara.

@TMCPoldaMetro https://t.co/cgoLL7J10m"
porhaze,2022-03-24 09:17:55,"dikasih syarat enteng dan gratis masih menggerutu juga.

kalo pakai syarat swab antigen atau PCR ya lu mesti bayar sendiri. 
mending yang pertama: vaksin booster. lagian untuk kepentingan bersama.

apanya yang dipersulit? itu malahan dipermudah. 

dasar tai kotok semua. https://t.co/6V4yufP5mB"
wickedbunnies,2022-03-24 09:02:17,"@amwidyou Lah gue pertama liat spanduknya di Malang malah pas vaksin covid, gratis. 

Masa Jatim duluan baru Jateng?"
eef_heryanto,2022-03-24 08:46:23,@davidbimantoro @encus_susi @ZAEffendy kamu pelajari dulu mekanisme pengadaan vaksin dan PCR oleh negara dan swasta sampai hadir di deketmu itu seperti apa. negara bayar atau gratis dari produsennya?
Syalmaa9,2022-03-24 08:45:01,Ya mending kan vaksin gratis https://t.co/qecQ0bww8G
Kutang_Hitam,2022-03-24 08:35:18,"@AmbarwatiDessy Perusahaan harus beli di biofarma.. kayanya ga bisa beli pribadi..
Vaksin gratis aja tabur2..masa ini disuruh beli lagi 🥲🥲"
yswandi,2022-03-24 08:35:06,"@mbahndi Biar vaksin yg udah ada bisa cepet abis.
Gratis aja banyak yg kadaluarsa 🤦"
polresbontang,2022-03-24 08:32:30,"Di sampaikan kepada warga kota Bontang baik yang ber Ktp Bontang maupun ber Ktp luar kota Bontang, yang belum Vaksin 1, 2 dan 3 (Booster) kami tunggu di Aula Parama Satwika Polres Bontang, Jumat (25/03/2022) dari jam 08.00 - 11.00 Wita Gratis tis tis jangan lupa ya, kami tunggu. https://t.co/MgmXjKbq4V"
fadeltd,2022-03-24 08:20:49,"Yg kaya gini bisa dilaporin ga sih? Kalo iya lapor kmn? Palingan petugas yg pegang akun buat input data, harusnya bisa di tracking kan. Heran jg kok ada yg mau. Vaksin kan gratis. Kalo sakit parah gara2 blm vaksin jg ngerepotin bkn diri sendiri aja. ckckck https://t.co/ESY0rtC812"
faykursani,2022-03-24 08:06:03,"@BorneoWolf @geloraco Bukan soal gratis atau ngga nya bro... masalah jarak vaksin ke dua lanjut ke booster ini setau saya minimal 6bln...nah yg vaksin ke 2 di Desember 2021 auto ga bisa mudik, faham ga lu?"
shellyaldita,2022-03-24 08:04:50,"Menurut aku masih mending syarat mudik itu udah vaksin booster daripada PCR atau Antigen yg notabene harus bayar nggak sih?
Vaksin booster kan gratis to? Positif thinking aja nggak ada ruginya buat tubuh ini juga. Anggep aja jadi ikhtiar buat tubuh lebih sehat"
Kenangin_,2022-03-24 07:58:28,"Day-4 pkl dan kedua kalinya ikut rombongan vaksin, dapet mam gratis lagiiii alhamdulillah. Tapi abis ini minumnya tumpah hahaah https://t.co/XoRYUypecx"
sidaknews,2022-03-24 07:51:17,"Jelang Bulan Ramadhan, Dinkes Muba bersama BIN Daerah Sumsel Laksanakan Vaksin Gratis https://t.co/aJEPyGcrwQ lewat @SIDAKNEWS"
AzkaNenti,2022-03-24 07:46:38,@geloraco Bapak ini mau jadi provokator ApA Susah nya vaksin booster gratis pula
beritacovid,2022-03-24 07:44:53,#Asyik! Vaksin COVID-19 di Sini Dapat Minyak Goreng Gratis - detikHealth #Covid #Covid19 https://t.co/869T0k3Wk3
gunsamudro_22,2022-03-24 07:42:30,"Setuju, Pak. 

Lagian apa susahnya vaksin sih? 
Daripada harus swab antigen bla bla bla. Harus keluar duit lagi. 
Vaksin kan gratis. 

Bukan suatu hal yang memberatkan. 
Gak patut dipermasalahkan. https://t.co/YOH6fPZtv1"
gloomcityx,2022-03-24 07:35:53,"info vaksin ke 1-2 dong, daerah surabaya, klok bisa yg gratis. plis aku sudah muak dengan kondisi vaksin ku"
laidtorest_,2022-03-24 07:26:17,"Balik lagi, karna rakyat yg muak dengan skema vaksin yg banyak catalog nya dan ga pernah soldout, akhirnya pemerintah memaksa agar rakyat mau untuk vaksin, caranya:
1. Mudik/pulkam harus sudah vaksin (booster)
2. Bagi yang ingin vaksin, akan diberikan minyak gratis"
bhawikarsucare,2022-03-24 07:12:55,"@infomalang @nyambeksyariah Kak min ngapunten, untuk sinopharm boosternya sinopharm atau zivixax. Di malang dari awal booster blm tampak. Sinopharm dulu bukan termasuk vaksin gratis, tapi vaksin gotong royong. Kabarnya ada di kimia farma jakarta. Di malang blm ada. Lumayan jg yg cari 🙏🏾"
elvistampubolon,2022-03-24 06:52:53,"Lagian, Ibadah Idul Fitri dan mudik juga sudah dibolehkan. Hanya ada syaratnya yang mudah dan gratis loh! Kok diambil pusing sih? Anda tinggal pergi ke faskes terdekat lalu vaksin booster. Selesai."
VillianIyux,2022-03-24 06:37:23,"@geloraco Vaksin gratis kenapa harus ribet si, apa lagi klo harus bayar.
Klo mudik mudik aja gak usah lebay, yg mau mudik dan lum di vaksin juga gak bakalz di puter balik koh."
yantoyusuf3,2022-03-24 06:32:19,@dikaand40384851 yang belum vaksin buruan sudah.. gratis kong
yantoyusuf3,2022-03-24 06:29:56,@dikaand40384851 ada info tempat vaksin gratis minyak goreng dimana e?
murianewscom,2022-03-24 06:29:01,"Asyik, Suntik Vaksin di Kudus Ini Gratis Minyak Goreng 

Selengkapnya klik tautan berikut ini.
#Kudus #Vaksin #Gratis #Minyakgoreng 

https://t.co/b94NYEcyVn"
wisnukatep,2022-03-24 06:28:14,@kayana_putri @mbahndi Org vaksin nya hibah cuan dmn kn gratis 😌😌😌
yantoyusuf3,2022-03-24 06:25:39,@bacritafoya ada yang tau tempat vaksin gratis minyak goreng?
stywixi,2022-03-24 06:20:16,"Booster Vaksin gratis aja pada tolak-tolak.
Yang nolak itu ya klasternya orang itu2 juga.
hadeeh....,"
BTrg58,2022-03-24 06:12:47,@ShamsiAli2 Yahh tinggal vaksin aja dan gratis  susah amat. Susah emang kalo otak ga ada ya.
Excaliburrr06,2022-03-24 06:05:59,@dessysoemarko_ Emang apa salahnya vaksin 😓 selagi gratis dan aman..
jazzy867,2022-03-24 06:05:16,@geloraco Vaksin Booster itu buat rakyat sendiri. Gratis pula. Banyak tingkah amat.
Excaliburrr06,2022-03-24 06:05:00,"@_Kemuning_senja Ngara kita terbelakang karena banyak orang2 kaya elu, suruh vaksin gratis dan aman aja ributnya minta ampun"
NgkongRoses,2022-03-24 06:03:51,@geloraco Vaksin Booster itu buat rakyat sendiri. Gratis pula. Banyak tingkah amat.
Naff___12,2022-03-24 06:01:54,"Kalian ini, gak pernah Mudik???

Lagian Vaksin itu gratis, kenapa selalu ribut dgn hal2 yg remeh temeh. https://t.co/7oW6VOLIc7"
IntanKarmila14,2022-03-24 06:01:12,@geloraco Vaksin Booster itu buat rakyat sendiri. Gratis pula. Banyak tingkah amat.
suryoblanch2000,2022-03-24 05:58:39,@Jul3aRhma3 kardunwati brengseek susah melihat orang senang senang ngelihat orang susah...vaksin gratis aja pada belagu...!!! https://t.co/grfohqf6Q5
Ita_Icupuchino,2022-03-24 05:37:19,"@geloraco supaya yang booster banyak pak, udah dikasih vaksin gratis aja masih gak mau. apalagi disuruh bayar. gitu loh pak. mau mudik gpp. tapi knapa ada syarat booster supaya meningkatkan jumlah vaksin booster. sama kaya dulu jadi syarat 2 kali vaksin baru bisa masuk mall. ih bapak"
Popmama_com,2022-03-24 05:31:04,Tempat vaksinasi gratis dapat membantu para pemudik yang belum mendapat vaksin booster https://t.co/4PbvuqTwjC
KamarullahH,2022-03-24 05:27:49,"@OposisiCerdas Imam S. Ali: Utk kebaikan pemudik, disampaikan Pres @jokowi &amp; Wapres @kyai_marufamin Syaratnya melidungi pemudik dari Comicron &amp; masyarakat sdh suntik Vaksin &amp; suntik booster gratis. Beda Mandalika 100 rb org; Diperkirakan pemudik 80 jt org. Utk lidungi anak bangsa https://t.co/kaApJA9jJ0 https://t.co/mVhdPPZGXG"
NyotoSoen,2022-03-24 05:20:46,"@geloraco MANDALIKA BAYAR,BOS.... KALO VAKSIN KAN GRATIS,,, WWKWKWKWK"
kominfo_jtg,2022-03-24 05:18:42,"Tetapi, cara tersebut dinilai tidak efektif jika dibandingkan dengan vaksinasi untuk menangkal serangan penyakit tuberkulosis.

Vaksinasi ini bisa didapatkan di puskesmas atau rumah sakit terdekat secara gratis.

Yuk, lindungi dirimu dari TBC dengan melakukan vaksin BCG! https://t.co/44AdOihmZ0"
TxtFromMando,2022-03-24 05:00:55,"@Nusantara116 @iruv_veldy @geloraco Dikasih gratis vaksin masih aja ngeluh, primitif"
dimsumsg,2022-03-24 04:42:38,"@uu_sutari13 Lha vaksin gratis kok, udh ga perlu nunggu 6 bln dari vaksin kedua.  Kalo mbayar baru lah protes. Gitu aja kok repot."
Kutang_Hitam,2022-03-24 04:40:21,Opung luhut piye iki Jal.. moso kita yg vaksin 1 &amp; 2 pake sinopharm untuk booster harus beli lagi si.. padahal vaksin gratis ada dimana2.. ga sesuai dg program pemerintah percepatan vaksin.. mau vaksin aja dipersulit 😴😴😴😴
tikazny,2022-03-24 04:39:49,"hari ini banyak bersyukur ya, mau vaksin, alhamdulillah masi kebagian jd gw dosis terakhir🥲 

trus beli batagor jg untung masi kebagian jd gw yg terakhir jg😭😭

trus ini si ayang mau main drama lg🥰 

bentar lg ada yg ngajak nonton jb gratis fix AAMIIN😇🤲"
KurniaSilla,2022-03-24 04:38:34,@virusketik Terima kasih Pak Jokowi atas vaksin booster yang diberikan gratis
SunHok19,2022-03-24 04:35:15,"@maspiyuaja Vaksin booster Gratis klo ada bpjs , lansia , dan penerima bantuan iuran.
Klo ga punya ya diurus dari sekarang https://t.co/lxEI8LgjfW"
beli_sepedadada,2022-03-24 04:34:29,"Vaksin memang bisa mencegah dan mengurangi gejala Covid-19. Tapi hanya menantea yang bisa meredakan rasa haus ku, apalagi sampe 10 cup gratis yuhuuu...
#9000Menantea #selalumenantea @JeromePolin @JeromePolin @tokomenantea https://t.co/uNA0gpFq0f"
khoceng_gurun,2022-03-24 04:28:56,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
popkornand0coke,2022-03-24 04:19:00,@ZAEffendy Dikasih vaksin gratis tinggal berangkat aja banyak cingcong
kareena_cherin,2022-03-24 04:00:00,"Vaksin booster gratis dan aman asal kita jujur dengan kondisi kesehatan kita
#UtamakanJagaProkes
Akselerasi Herd Immunity https://t.co/DeqTs1KDiS"
binsar_hite,2022-03-24 03:58:33,"@geloraco Aduh,,,serba salah,,ga boleh mudik salah,,dikasih mudik salah juga,,syaratnya kan cuman vaksin,,vaksinnya gratis,,!! Trus,,?? Mau anda apa donk,,?? Bersyukur lah udah boleh mudik"
rditama,2022-03-24 03:54:10,"@ShamsiAli2 Iya sy sebetulnya jg merasa ini ada yg aneh &amp; ga fair, kalo mau booster ya harus konsisten. Semua kegiatan harus booster dulu. Walaupun demikian ya sebetulnya booster ya booster aja sih, asal aman &amp; gratis. Kalo misalkan vaksin bayar, baru mikir dua kali."
aharisth,2022-03-24 03:41:27,"@ZAEffendy Hai nalar, mudik balik ke pelosok2 Indonesia yg byk belum divaksin. Balap di Mandalika hanya terpusat di satu pulau. Yg nonton juga semuanya udah di vaksin. Jadi juga utk melindungi keluarga pemudik. 

Lagi pula vaksin gratis, tinggal pasang badan sama otak dgn sedikit nalar..."
ragil_ns,2022-03-24 03:30:56,"@maspiyuaja Mending Vaksin Boster yang Gratis atau tes Antigen berbayar, yang mo mudik? Tinggal pilih.
Kalau aku pilih Boster dulu"
wisnubudi56,2022-03-24 03:30:39,"@ZAEffendy Vaksin 1 + 2 gratis , vaksin boster jg gratis tinggal dtg ke tempat2 vaksin diajarin hidup sehat malah bacot sani sini , kadrun dah tolol bego g pk kadaluarsa"
argiewidya,2022-03-24 03:30:02,"@iyearnforyuo @kochengfess mjb, ternyata jaraknya cuma 1 bulan ya kak? kucingku waktu itu ikut vaksin gratis di kelurahan, tapi katanya jaraknya ke vaksin 2 itu 10 bulan"
blankbanget,2022-03-24 03:25:50,@mutiara_adhe @geloraco Benaekah vaksin diberikan untuk rakyat gratis?
mutiara_adhe,2022-03-24 03:22:21,"@blankbanget @geloraco Y udah,.lu jawabanya gitu..bukan malah lu jawab dengan vaksin gratis, booster gratis. Ga nyambung 😪😪"
BglZigen,2022-03-24 03:00:48,@kompascom Tapi pemerintah membagikan mi-gor gratis demi mencapai target vaksin covid 19.
guztiekaputra,2022-03-24 02:58:46,"besok dapet jadwal vaksin booster di kantor Shopee.

bismillah voucher gratis ongkir."
blankbanget,2022-03-24 02:45:59,"@IrStiloever @geloraco Vaksin untuk rakyat berbayar diprotes
Vaksin untuk rakyat gotong royong diprotes
Vaksin untuk rakyat gratis masih protes
Tugas pemerintah menjaga rakyat tetap sehat"
yyeorobun,2022-03-24 02:44:47,"@detikcom Pada ngomong “kenapa sih di vaksin aja susah bener, lagian gratis juga” maaf2 ni yaaa bukannya gak mau di vaksin. Kemaren dosis 1 gw nunggu 4 jam terus sebulan kemudian mau dosis 2 nunggu juga 4 jam malah kehabisan alhasil gak jadi vaksin jadi deh gw males"
IrStiloever,2022-03-24 02:43:27,@blankbanget @geloraco Yakin gratis? Pemerintah beli vaksin pakai uang siapa? Gratis jg kah?
Supriadi_Ngk,2022-03-24 02:28:36,"@geloraco Nonton motogp cuma 100 rban 1tempat dari segitu banyak lokal, mudik jutaan menyebar seluruh wilayah , dari pusat covid keluar yg aman covid , kasihan klo bawa pulang virus toh vaksin gratis makin mudah , biar segera berakhir corona saling menjaga"
niwablezinky,2022-03-24 02:25:31,"@ShamsiAli2 Vaksin gratis saja pada susah nya pol 

Nonton balapan serta mudik lebaran jelas beda"
AWahirun,2022-03-24 02:24:25,"@ShamsiAli2 Mudik itung2annya jutaan pak sedangkan nonton balap hanya itungan ribuan jd tdk perlu vaksin booster..

Kan vaksin juga gratis pak..apa salahnya ikuti aturan pak..??? Kl bayar boleh tuh bpk triak².."
isofIurane,2022-03-24 02:03:33,Protes mulu ah elah padahal vaksin gratis https://t.co/8NrzkGzQ4C
si_Ifin,2022-03-24 01:44:44,@encus_susi @ZAEffendy Vaksin gratis sih tapi gak dijual. Tinggal dateng aja tempat vaksin... Hayoo takut jarum ya. Jelimet mulu vaksin doang udah gratis juga
si_Ifin,2022-03-24 01:42:19,@ZAEffendy Takut jarum suntik ya. Gratis ko booster nya tinggal datengin sentra vaksin.
younkimint,2022-03-24 01:17:06,"ini bagus sih menurut ku, vaksin juga gratis🤩 https://t.co/YASNXWPC31"
delusieux,2022-03-24 01:09:47,"@Askrlfess Ya bagus dong, gaperlu keluar biaya pcr/antigen. Vaksin gratis dan gak berat kok, yang berat kayanya pikiran mu yg suudzon terus, egois ga mau diatur, dibantu biar keadaan membaik gamau, giliran cvd ga kelar-kelar ngeluh. Your mindset.... 🙃"
yunimoesseno,2022-03-24 00:59:12,"Vaksin Covid19 1 &amp; 2 Gratis. Booster Vaksin nya Gratis. Yg tdk krn ""sakit"" masih tdk mau ke centra vaksin untuk di vaksin ?  Kemudian salahkan  pemerintah krn bikin aturan boleh pergi2 jika sdh divaksin 1 &amp; 2  ?  #begitulah golongan Tidak Pandai Bersyukur."
restisjai,2022-03-24 00:56:31,@Wahhh33212932 @QianzyZ Anda siapa?? Vaksin gratis aja nyinyir
j117q_,2022-03-24 00:55:35,"@Ayiipp1 @QianzyZ Kalo kata gw sih justru ini malah menghormati org solat loh. Harus pake masker dan vaksin booster kan ga susah, udah gratis juga kan. Trus kan ini buat keselamatan. 

Klo gue sih mending diketatin ya, ga dilonggarin. Kerasa lebih diperhatiin gitu"
RidwanMarpaung5,2022-03-24 00:01:04,"@tempodotco Itu semua tujuannya utk kebaikan bersama,agar pemudik sehat dan yg dikunjungi sehat tdk tertular.Toh pemerintah juga tdk menyusahkan.Vaksin 1,2, dan booster diberi gratis.Terima kasih Pemerintah."
yusufgunawan,2022-03-23 23:37:37,"Setuju, Pak. 

Lagian apa susahnya vaksin sih? 
Daripada harus swab antigen bla bla bla. Harus keluar duit lagi. 
Vaksin kan gratis. 

Bukan suatu hal yang memberatkan. 
Gak patut dipermasalahkan. https://t.co/YOH6fPZtv1"
Miller33929,2022-03-23 23:24:20,"@CNNIndonesia @__Sridiana_3va Intix harus ada duit masuk dr yg punya bisnis, booster bener gratis tp pemerintah mesti beli toh dr yg import vaksin, antigen pcr masuk lg duit yg punya bisnis hehehe"
RedywanJ,2022-03-23 22:50:27,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
Kohun21,2022-03-23 22:46:57,"@ferascorp @StopPlandemit Reply terdongo. Udah jelas kopit ini alat penguasa menipu Umat Islam sejak 2020.
Malah nerusin nipunya.
Udahlah lu dkk cepat suntik dosis booster sampe 8x biar bisa dapat minyak goreng gratis. Selama masih hidup, jangan berhenti Vaksin Kopit nya."
ISupart,2022-03-23 18:23:20,"@ShamsiAli2 Vaksin gratis aja ribut? Yg menolak boster ini bukan rakyat, tapi sampah masyarakat yg kebelet pingin ganti pemerintah! Mereka2 yg mengatasnamakan rakyat yg ingin merampok uang rakyat!"
TotokSuryoto1,2022-03-23 17:24:03,@QianzyZ Vaksin booster nya bayar atau gratis pung . Dimahalin pung kalau punya uang banyak bisa sewa karpet terbang untuk keliling dunia ....
ashcoft,2022-03-23 17:10:59,"@ShamsiAli2 Ah lu mah pinpinbo, emang lu di vaksin dan di booster bayar berapa sih, pemerintah emang bisa maksa warga negara lain di vaksin, selama ini di vaksin gratis tapi masih menjelekkan, lu mah ga ada syukurnya jadi orang blog"
moachacino,2022-03-23 16:16:41,@Askrlfess Vaksin jg gratis. Kayak susah amat buat vaksin. Kalo vaksin sampe kadaluwarsa itu jg malah ngerugiin anggaran. Makanya mau ga mau kudu dipaksa kayak gini. Nanti giliran ga dikasih gratis pada ngamuk nyalahin pemerintah. Dikasih gratis pada ga mau.
Yenithung1,2022-03-23 16:03:39,@CNNIndonesia Jdi buat apa yg udah 2x vaksin covid19 klo test pcr&amp; test antigen dibrlakukan di LN&amp; MANCANEGARA test pcr&amp; test antigen gratis smua dinkri hrus byar hrusnya pemerintah gk boleh brbisnis dg rakyatnya krn rakyat nkri lgi susah smua brg2 langka&amp; naik rakyatbukan disjahtrakan&amp;sngsara
Aldi3122,2022-03-23 16:01:13,@CeLaV1e_ Udah vaksin gratis ikutin aja buat kesehatan sendiri juga kan
GendarmeArm,2022-03-23 15:44:05,"@FirmanXperia @dikadja1 @PineksoRoyi1 @ShamsiAli2 Mau cepet abis kek, mau kagak kek, yg penting vaksin 😊
Vaksin gratis ini, abis nggak abis emang ngaruh ? Ada yg rugi kalau nggak abis ? 🤣"
krisjimbaran,2022-03-23 15:27:46,Makanya buruan vaksin buruan booster. Biar elu2 pada gak mati setelah mudik lebaran. Vaksin gratis aja kok males. Ntar kalo pada mati nyalahin pemerintah lagi. Eh... tapi udah mati apa masih bisa nyalahin yg hidup ya ?
emiluvyuu,2022-03-23 15:11:38,"@Askrlfess lah emang masalahnya dimana cuma vaksin doang mana gratis juga, kalo pcr dan antigen kan bayar."
dpraz_peje,2022-03-23 14:44:29,@SmgMenfess2 Vaksin gratis tinggal daftar ning viktori rak sah maido terus ndes
arimbi98,2022-03-23 14:42:41,"Minyak goreng langka salahin Jokowi.
Hujan di Sirkuit salahin Jokowi.
Ada Pawang salahin Jokowi.
Bpknya ingusan salahin Jokowi.

Kadrun menikmati puluhan TOL, puluhan Pelabuhan, puluhan Waduk, puluhan Jembatan, puluhan Bandara, MRT, LRT, Kereta Cepat, Kali dibeton, Vaksin Gratis."
RatnaIntanKurn1,2022-03-23 14:42:06,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
dwijaprata,2022-03-23 14:36:11,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
andikafkr,2022-03-23 14:31:23,"vaksin booster gratis kan? kok pada repot banget vaksin booster dijadiin syarat mudik?

kalo ga bisa booster gmn krn kesehatan? kan ada surat rekom dokter

tapi gue ga mau booster? yaudah ga usah booster

tp kalo ga booster ga bisa mudik?"
RapatiAyuKemayu,2022-03-23 14:25:13,"@gregorius_6 Iya kynya Ada pernah baca di FB.
Pada umumnya org sini penyayang binatang ,tp kalo soal steril ,bawa ke vet klo sakit gitu ngga semua ngerti atau mau. Kampanye vaksin +steril gratis srg Ada Di sini krn Ada shelter besar, Sama dr live stock dept juga ada"
agussantosas23,2022-03-23 14:24:58,"@ShamsiAli2 Vaksin booster gratis tujuannya utk memberi perlindungan kesehatan, supaya covid lekas hilang dan rakyat  jadi kebal, seharusnya anda ikut menyukseskan supaya orang2 bondong pada vaksin."
JannesHutajulu,2022-03-23 14:19:39,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
kehedsiah3,2022-03-23 14:17:24,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
Miduk17,2022-03-23 14:17:06,"Vaksin Booster itu GRATIS bukan bayar

Pemerintah menyediakan lokasi vaksin Booster disemua faskes agar tercapai herd immunity yg baik, biar lo semua bisa mudik

Diminta baik2 kok pada ngelunjak 🤦"
PambudiTri,2022-03-23 14:10:33,@Riyanto17Putra @ShamsiAli2 Hoi Tolol.. cuma disuruh vaksin Booster saja susahnya minta ampun. Sudah gratis gak pakai biaya.. masih nyalahin pemerintah. Vaksin booster itu emang menyusahkan hai Pemalas? Wong vaksin buat kebutuhan kesehatan diri sendiri saja malas. Malah nyalahin orang lain..
PambudiTri,2022-03-23 14:07:58,@zia_karib74 @ShamsiAli2 @ASP7211 Di suruh vaksin booster kok bilang gak adil. Sudah gratis.. tinggal datamg ke tempat vaksin. Susahnya di mana? Masih saja malas! Dasar Pemalas malah nyalahin pemerintah gak adil.
BMarheindra,2022-03-23 14:07:24,"@tvOneNews KADRUN 🦎 memang bebal / cacat pikir!!
Silahkan mudik boss..vaksin gratis NOLl rupiah!!
2:kalau vaksin ATAU 1 kali BOOSTER!!
OTAK mana OTAK..!!"
imlovinhaz,2022-03-23 14:01:47,@Askrlfess yauda si vaksin banyak yang gratis ini.
PRISKILA81,2022-03-23 13:55:02,@detikcom Vaksin boster kesehatan rakyat Indonesia adalah UANG..Apa pemerintah sediakan dana gratis utk mudik..jgn terlalu kumur kumur kalo gk ada uangnya..bosan muak
yunimoesseno,2022-03-23 13:51:13,"@marahdi2000 @ShamsiAli2 Sdh punya sertifikat vaksin komplit @marahdi2000. anda contoh WNI yg baik. 
#Vaksin gratis. Booster gratis. Ada yg msh tidak mau datang ke puskesmas/sentra vaksin ?  Golongan tidak pandai bersyukur ?"
GendarmeArm,2022-03-23 13:44:58,"@ixadty @yusuf_hg @ShamsiAli2 Peraturannya kan buat kebaikan diri sendiri. Dulu waktu mudik dilarang juga banyak yg nekat nerobos rame2. Begitu kasus naik, pemerintah juga yg disalahin. Nggak tegas lah, ini lah, itu lah ... Dikasih vaksin gratis aja susah bener."
ridwan_har,2022-03-23 13:44:19,"@PasukanJihad1 @Berliannew Ayo...siapa minat, berhadiah 1 Liter minyak goreng curah dan vaksin booster dosis ganda gratis seumur hidup."
muhmd_hnafi,2022-03-23 13:39:06,"@sakul0311 @KompasTV Sudah gak ada ?
Tau dari mana ?
Kalau sudah gk ada, pemerintah itu gak akan suruh vaksinasi lagi.
Orang2 di sana lebih tau, kita hanya ngejalanin aja Karna cuma rebahan+main hp di rumh.
Kalaupun vaksin pun gratis. GK byar"
SmgMenfess2,2022-03-23 13:39:04,"Vaksin booster gratis yak, udah gratis masih protes awas aja 😤"
NangRasyid,2022-03-23 13:37:59,"@ShamsiAli2 Saya tadinya berharap sebagai pemuka agama Anda turut menghimbau: ""Yuk banjirin pusat² booster vaksin yg disediakan pemerintah secara gratis. Mudik aman dan sehat. "" 
Apa ekspektasi saya ketinggian ya?"
yuliawatiyuli2,2022-03-23 13:03:23,"Nanti mudik syarat nya cmn hrs vaksin booster. Trs orang2 pada protes lagi.. 
""Kmaren MotoGP ga disuruh vaksin"" 
Emngnya seIndonesia pada pergi ke Mandalika kah?? 
Trs bilang ""lucunya negeri ini"" lucu bgt lu ga mau di urus. Rugi bgt kayaknya di vaksin gratis"
estiwwww,2022-03-23 12:33:02,"Banyak yg protes klo vaksin 3 booster jadi syarat mudik lebaran
Padahal niat pemerintahnya baik biar pada di vaksin biar terhindar dr covid pas mudik, pada ngeluh ae padahal vaksin juga gratis kenapa bilang pemerintah bisnis, yg ada keluar biaya bestie"
